a	b	cosine_similarity
df68919819bd26a7ba8900ffa4933684f46eb51f	451dcf9913bf3b329c05c2a46ad555eeae267ba8	0.12279549648032005
df68919819bd26a7ba8900ffa4933684f46eb51f	956aa5502f869ab21ce309ed7c4e731f00255e24	0.1415996486540232
df68919819bd26a7ba8900ffa4933684f46eb51f	36475d8fcff146b570f6327e2d67bee43fb6bb6b	0.270146783736955
df68919819bd26a7ba8900ffa4933684f46eb51f	62e9befc35be73e8a70a749bf4d2f723d964e2c8	0.33411324471431236
df68919819bd26a7ba8900ffa4933684f46eb51f	1cf6a14b165805cb399aa52822246831d96b2dc0	0.14844585867444374
df68919819bd26a7ba8900ffa4933684f46eb51f	4511a4533e6572020fb1b6ed06ab07a61f7a7b29	0.21368265358321137
df68919819bd26a7ba8900ffa4933684f46eb51f	60f83d2c88f62f89d063c228d92ab5130b6039ee	0.11619759039037648
df68919819bd26a7ba8900ffa4933684f46eb51f	733960c0bd244d7f2d28d8bb58ab1e9eef0826d2	0.19318791161563287
df68919819bd26a7ba8900ffa4933684f46eb51f	72a7b9a5b1f5f34b937cafa9ce033af241f83b2d	0.17644821516595016
df68919819bd26a7ba8900ffa4933684f46eb51f	8e4cb5d870160b533e0f512d17b0c85f9ca9c024	0.0963769663887774
df68919819bd26a7ba8900ffa4933684f46eb51f	21298df8a3277357ee55b01df9530b535cf08ec1	0.16495000179780392
df68919819bd26a7ba8900ffa4933684f46eb51f	d3c0d8ab86b678ed0b75784998eab5c1eed1fd96	0.15772068603166622
df68919819bd26a7ba8900ffa4933684f46eb51f	c94e01243791ef0a9db903b469db41985a872275	0.20255492316107088
df68919819bd26a7ba8900ffa4933684f46eb51f	635188d22165358a35d5e545166f89c643a01e82	0.18152907928031403
df68919819bd26a7ba8900ffa4933684f46eb51f	1c1b29749757355cdd44c724582c9f28c0f5eed5	0.28982851510231233
df68919819bd26a7ba8900ffa4933684f46eb51f	0a96963bb82b753ebba9500e12e521a7ae4a3ba6	0.2848173100826941
df68919819bd26a7ba8900ffa4933684f46eb51f	e2a3b659a5d7a32963da30be83f903ba0f9927b6	0.25796788224630507
df68919819bd26a7ba8900ffa4933684f46eb51f	b5f0c69afb444c9371b132da3cd400d438725e6b	0.1800853169537091
df68919819bd26a7ba8900ffa4933684f46eb51f	3a8477f62559d64f4b7a2fc748d6bb3727504c2d	0.17027527461377262
df68919819bd26a7ba8900ffa4933684f46eb51f	0830de1422f1e2cef8fa7dab2d96ac9e45b4916a	0.31666587189317513
df68919819bd26a7ba8900ffa4933684f46eb51f	6daf2f23256445faf5c0be6e777817597de046fc	0.12404100515563711
df68919819bd26a7ba8900ffa4933684f46eb51f	6e3be8b6ef6aef1ff4589180ff14d7028b7e355d	0.2149050113511006
df68919819bd26a7ba8900ffa4933684f46eb51f	ab3ccc8dba2a0cf7a1ce4d830bb8a6238ff03833	0.27252568059820353
df68919819bd26a7ba8900ffa4933684f46eb51f	aa4a5f8125f234182e2dea92805afdfb747a86be	0.20288024165044669
df68919819bd26a7ba8900ffa4933684f46eb51f	9d35774c3fc62c894a5332b308cdeb1de18e7267	0.28587858882721445
df68919819bd26a7ba8900ffa4933684f46eb51f	695aa327bf7487a50c32ab5810dbf75fd54b6d86	0.27373705578242763
df68919819bd26a7ba8900ffa4933684f46eb51f	07c605ab91db7c169410461972913781a1207710	0.19754397243156457
df68919819bd26a7ba8900ffa4933684f46eb51f	dbf08302e49b7440a15a2181fb58ed0e909c983b	0.16770138202759544
df68919819bd26a7ba8900ffa4933684f46eb51f	dde45e7b14c245dbd0e4576b98747f312571d85d	0.3331626249931474
df68919819bd26a7ba8900ffa4933684f46eb51f	b5b9251b38e6860d5ae514cc848060ab7f404c95	0.15566515195175165
df68919819bd26a7ba8900ffa4933684f46eb51f	59237d8eee2409e422e146a5de0f1b73c20734c8	0.18509664971487377
df68919819bd26a7ba8900ffa4933684f46eb51f	e3cb7707b9bf68baf3436b5576a83674f37c485a	0.15490774479142264
df68919819bd26a7ba8900ffa4933684f46eb51f	1666d9d26892250a1819e9396842365830dfae64	0.15114953376529663
df68919819bd26a7ba8900ffa4933684f46eb51f	996326a10b51797e93d4389e0daef2ee5335a608	0.21814683782378724
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	df68919819bd26a7ba8900ffa4933684f46eb51f	0.2249132243693681
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	0.15809991218487332
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	01bab3aa475ecb0cafd1c71573d53a2be6c9f87a	0.527177320700898
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	27e31a25cbfc08ec916486687dcbe169cc15d471	0.11356803735296618
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	36c833cfef39a7310967b85f4822ab7ca8f3c764	0.07598812411633357
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	05f48dc92ea3a177aacd91b98507894f78c73524	0.15039296272343292
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	0efb10a969222564be9e52ba4bf961cfa9219fd2	0.1854377853866148
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	8ab6a8a0cf069e3783c6f59163ad03a051310556	0.1558841071223242
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	0b7c9fe4f3b59fecc8f0bb10f537c8ff6be989ec	0.18033495772231434
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	efc204d1347319e0e3e3e4e8c3dc8643aa3b801f	0.25792711113310673
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	ad43796ba5c2bd9e922ef68220b869e5b0553388	0.2141513805249656
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	2958cc2fedcbde0b8309a691cfaa934572c96c55	0.1258469184102098
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	1f6ccd2be75f1cc94a22a773eea8f8aeb5c68217	0.15734653579162486
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	7369a0f04839d28ec9b46fd62eaf43f93aaf83c1	0.05651563419456468
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	5687580522e29722816191f8da59e4f930c876ad	0.12026760646460666
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	6f9ca4cb188fad532eabcd0ba4140b754e6c2153	0.08366614105736853
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	290599f1c3aff5d7d6453c4f4ca477ca2d1ce444	0.10743101230869742
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	81c92b8be23eca063169692571c66b1a169e43c2	0.1677828679347832
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	c0e6cdc53db918b7b33b56461d57493df7cd450c	0.1952264131189611
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	ba170f73918294f88102f55807381c2ee52c2246	0.12552876931593202
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	7a86b15480e0a870f0b07a4d23a54ef8f9acac44	0.16525189923737632
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	e8b4308ddf27206f4a43386cba74037c59455993	0.11111472083157298
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	6011eff449895687d849294d48408a0a70fd0d07	0.5509522883012158
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	b463d1da8a0e78ae663a38b3441a6a0de329f462	0.19241036693650204
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	451dcf9913bf3b329c05c2a46ad555eeae267ba8	0.0649396114837766
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	956aa5502f869ab21ce309ed7c4e731f00255e24	0.11153143626563798
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	36475d8fcff146b570f6327e2d67bee43fb6bb6b	0.14448002760377754
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	62e9befc35be73e8a70a749bf4d2f723d964e2c8	0.2186476952053501
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	1cf6a14b165805cb399aa52822246831d96b2dc0	0.10606346312756562
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	4511a4533e6572020fb1b6ed06ab07a61f7a7b29	0.2820486101912211
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	60f83d2c88f62f89d063c228d92ab5130b6039ee	0.1596667236068259
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	733960c0bd244d7f2d28d8bb58ab1e9eef0826d2	0.1610760641006493
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	72a7b9a5b1f5f34b937cafa9ce033af241f83b2d	0.1688030474980409
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	8e4cb5d870160b533e0f512d17b0c85f9ca9c024	0.1346853150983986
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	21298df8a3277357ee55b01df9530b535cf08ec1	0.15371026493583864
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	d3c0d8ab86b678ed0b75784998eab5c1eed1fd96	0.14265341708574147
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	c94e01243791ef0a9db903b469db41985a872275	0.12638431037479236
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	635188d22165358a35d5e545166f89c643a01e82	0.08743433909417166
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	1c1b29749757355cdd44c724582c9f28c0f5eed5	0.26915312024288796
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	0a96963bb82b753ebba9500e12e521a7ae4a3ba6	0.11181466806082042
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	e2a3b659a5d7a32963da30be83f903ba0f9927b6	0.24476081226558719
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	b5f0c69afb444c9371b132da3cd400d438725e6b	0.14262547947108917
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	3a8477f62559d64f4b7a2fc748d6bb3727504c2d	0.8964740904466447
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	0830de1422f1e2cef8fa7dab2d96ac9e45b4916a	0.24397835668415657
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	6daf2f23256445faf5c0be6e777817597de046fc	0.163287325945267
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	6e3be8b6ef6aef1ff4589180ff14d7028b7e355d	0.20880217426325162
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	ab3ccc8dba2a0cf7a1ce4d830bb8a6238ff03833	0.23021107675359456
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	aa4a5f8125f234182e2dea92805afdfb747a86be	0.10267026525145516
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	9d35774c3fc62c894a5332b308cdeb1de18e7267	0.08987287271071902
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	695aa327bf7487a50c32ab5810dbf75fd54b6d86	0.17182132804713993
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	07c605ab91db7c169410461972913781a1207710	0.11201225829053175
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	dbf08302e49b7440a15a2181fb58ed0e909c983b	0.12833367692527536
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	dde45e7b14c245dbd0e4576b98747f312571d85d	0.16218603534231793
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	b5b9251b38e6860d5ae514cc848060ab7f404c95	0.13086087289400736
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	59237d8eee2409e422e146a5de0f1b73c20734c8	0.18608155766244608
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	e3cb7707b9bf68baf3436b5576a83674f37c485a	0.09140951830645244
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	1666d9d26892250a1819e9396842365830dfae64	0.15938435999083256
2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	996326a10b51797e93d4389e0daef2ee5335a608	0.26767867923904093
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	df68919819bd26a7ba8900ffa4933684f46eb51f	0.20645031351590357
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	0.15809991218487332
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	01bab3aa475ecb0cafd1c71573d53a2be6c9f87a	0.21280936911333864
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	27e31a25cbfc08ec916486687dcbe169cc15d471	0.23864925742630838
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	36c833cfef39a7310967b85f4822ab7ca8f3c764	0.15614653209406043
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	05f48dc92ea3a177aacd91b98507894f78c73524	0.8712338429992078
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	0efb10a969222564be9e52ba4bf961cfa9219fd2	0.13658149565390837
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	8ab6a8a0cf069e3783c6f59163ad03a051310556	0.19526790105586514
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	0b7c9fe4f3b59fecc8f0bb10f537c8ff6be989ec	0.13376409977317522
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	efc204d1347319e0e3e3e4e8c3dc8643aa3b801f	0.15725979472000354
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	ad43796ba5c2bd9e922ef68220b869e5b0553388	0.2004023366050306
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	2958cc2fedcbde0b8309a691cfaa934572c96c55	0.2586568793618877
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	1f6ccd2be75f1cc94a22a773eea8f8aeb5c68217	0.15148296671609587
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	7369a0f04839d28ec9b46fd62eaf43f93aaf83c1	0.3472230668957055
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	5687580522e29722816191f8da59e4f930c876ad	0.19243459175382638
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	6f9ca4cb188fad532eabcd0ba4140b754e6c2153	0.1787219193628775
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	290599f1c3aff5d7d6453c4f4ca477ca2d1ce444	0.20343993452838444
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	81c92b8be23eca063169692571c66b1a169e43c2	0.8526577609166696
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	c0e6cdc53db918b7b33b56461d57493df7cd450c	0.24272220308607556
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	ba170f73918294f88102f55807381c2ee52c2246	0.28491467003418186
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	7a86b15480e0a870f0b07a4d23a54ef8f9acac44	0.16338077054385586
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	e8b4308ddf27206f4a43386cba74037c59455993	0.27199810783259937
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	6011eff449895687d849294d48408a0a70fd0d07	0.2332324831123148
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	b463d1da8a0e78ae663a38b3441a6a0de329f462	0.6365155083438832
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	451dcf9913bf3b329c05c2a46ad555eeae267ba8	0.12339530776631691
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	956aa5502f869ab21ce309ed7c4e731f00255e24	0.22395555900882944
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	36475d8fcff146b570f6327e2d67bee43fb6bb6b	0.1565908648951719
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	62e9befc35be73e8a70a749bf4d2f723d964e2c8	0.10491115491690567
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	1cf6a14b165805cb399aa52822246831d96b2dc0	0.24923543768868256
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	4511a4533e6572020fb1b6ed06ab07a61f7a7b29	0.1402907600681562
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	60f83d2c88f62f89d063c228d92ab5130b6039ee	0.24250689063982506
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	733960c0bd244d7f2d28d8bb58ab1e9eef0826d2	0.22813736002903137
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	72a7b9a5b1f5f34b937cafa9ce033af241f83b2d	0.2596029969651128
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	8e4cb5d870160b533e0f512d17b0c85f9ca9c024	0.17103250009443796
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	21298df8a3277357ee55b01df9530b535cf08ec1	0.2039063639463438
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	d3c0d8ab86b678ed0b75784998eab5c1eed1fd96	0.2643122988563904
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	c94e01243791ef0a9db903b469db41985a872275	0.18181120589460964
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	635188d22165358a35d5e545166f89c643a01e82	0.2649458992159504
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	1c1b29749757355cdd44c724582c9f28c0f5eed5	0.06007270695256689
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	0a96963bb82b753ebba9500e12e521a7ae4a3ba6	0.17877982467202258
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	e2a3b659a5d7a32963da30be83f903ba0f9927b6	0.1626031103501787
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	b5f0c69afb444c9371b132da3cd400d438725e6b	0.20262640025187192
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	3a8477f62559d64f4b7a2fc748d6bb3727504c2d	0.18500456710554747
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	0830de1422f1e2cef8fa7dab2d96ac9e45b4916a	0.13312455712510224
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	6daf2f23256445faf5c0be6e777817597de046fc	0.19701478013405477
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	6e3be8b6ef6aef1ff4589180ff14d7028b7e355d	0.16998470058615303
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	ab3ccc8dba2a0cf7a1ce4d830bb8a6238ff03833	0.2838157113688626
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	aa4a5f8125f234182e2dea92805afdfb747a86be	0.16226470816927982
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	9d35774c3fc62c894a5332b308cdeb1de18e7267	0.1827830087435138
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	695aa327bf7487a50c32ab5810dbf75fd54b6d86	0.23118791022554494
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	07c605ab91db7c169410461972913781a1207710	0.19382715755106628
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	dbf08302e49b7440a15a2181fb58ed0e909c983b	0.24550477938926757
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	dde45e7b14c245dbd0e4576b98747f312571d85d	0.09719440392519169
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	b5b9251b38e6860d5ae514cc848060ab7f404c95	0.2866321518816254
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	59237d8eee2409e422e146a5de0f1b73c20734c8	0.18357938499284648
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	e3cb7707b9bf68baf3436b5576a83674f37c485a	0.22579925451313637
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	1666d9d26892250a1819e9396842365830dfae64	0.1867323086146645
1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	996326a10b51797e93d4389e0daef2ee5335a608	0.08963894205621015
01bab3aa475ecb0cafd1c71573d53a2be6c9f87a	df68919819bd26a7ba8900ffa4933684f46eb51f	0.11015328420084773
01bab3aa475ecb0cafd1c71573d53a2be6c9f87a	2cc11c24d0b24205e5e9e5f32251bd9383d7fc44	0.527177320700898
01bab3aa475ecb0cafd1c71573d53a2be6c9f87a	1f56a1f9fc9fd8e239689e2dd4912fb6ac49fdd8	0.21280936911333864
01bab3aa475ecb0cafd1c71573d53a2be6c9f87a	27e31a25cbfc08ec916486687dcbe169cc15d471	0.17816944692418452
01bab3aa475ecb0cafd1c71573d53a2be6c9f87a	36c833cfef39a7310967b85f4822ab7ca8f3c764	0.08420963989557748
01bab3aa475ecb0cafd1c71573d53a2be6c9f87a	05f48dc92ea3a177aacd91b98507894f78c73524	0.20371729263706823
01bab3aa475ecb0cafd1c71573d53a2be6c9f87a	0efb10a969222564be9e52ba4bf961cfa9219fd2	0.08836670528760285
01bab3aa475ecb0cafd1c71573d53a2be6c9f87a	8ab6a8a0cf069e3783c6f59163ad03a051310556	0.17573481087154044
01bab3aa475ecb0cafd1c71573d53a2be6c9f87a	0b7c9fe4f3b59fecc8f0bb10f537c8ff6be989ec	0.10235307449798543
01bab3aa475ecb0cafd1c71573d53a2be6c9f87a	efc204d1347319e0e3e3e4e8c3dc8643aa3b801f	0.11100548231043404
01bab3aa475ecb0cafd1c71573d53a2be6c9f87a	ad43796ba5c2bd9e922ef68220b869e5b0553388	0.17095136523837862
01bab3aa475ecb0cafd1c71573d53a2be6c9f87a	2958cc2fedcbde0b8309a691cfaa934572c96c55	0.11671966337177367
01bab3aa475ecb0cafd1c71573d53a2be6c9f87a	1f6ccd2be75f1cc94a22a773eea8f8aeb5c68217	0.1477319761541253
01bab3aa475ecb0cafd1c71573d53a2be6c9f87a	7369a0f04839d28ec9b46fd62eaf43f93aaf83c1	0.08757824504876331
01bab3aa475ecb0cafd1c71573d53a2be6c9f87a	5687580522e29722816191f8da59e4f930c876ad	0.13380166340424812
01bab3aa475ecb0cafd1c71573d53a2be6c9f87a	6f9ca4cb188fad532eabcd0ba4140b754e6c2153	0.13405975635093953
01bab3aa475ecb0cafd1c71573d53a2be6c9f87a	290599f1c3aff5d7d6453c4f4ca477ca2d1ce444	0.0917879225842113
01bab3aa475ecb0cafd1c71573d53a2be6c9f87a	81c92b8be23eca063169692571c66b1a169e43c2	0.2264535318742989
01bab3aa475ecb0cafd1c71573d53a2be6c9f87a	c0e6cdc53db918b7b33b56461d57493df7cd450c	0.21752651350870816
01bab3aa475ecb0cafd1c71573d53a2be6c9f87a	ba170f73918294f88102f55807381c2ee52c2246	0.14317876329852858
01bab3aa475ecb0cafd1c71573d53a2be6c9f87a	7a86b15480e0a870f0b07a4d23a54ef8f9acac44	0.15873880019655992
01bab3aa475ecb0cafd1c71573d53a2be6c9f87a	e8b4308ddf27206f4a43386cba74037c59455993	0.21990546250560578
01bab3aa475ecb0cafd1c71573d53a2be6c9f87a	6011eff449895687d849294d48408a0a70fd0d07	0.6851507779703809
01bab3aa475ecb0cafd1c71573d53a2be6c9f87a	b463d1da8a0e78ae663a38b3441a6a0de329f462	0.23142185802455267
01bab3aa475ecb0cafd1c71573d53a2be6c9f87a	451dcf9913bf3b329c05c2a46ad555eeae267ba8	0.1265268335251703
01bab3aa475ecb0cafd1c71573d53a2be6c9f87a	956aa5502f869ab21ce309ed7c4e731f00255e24	0.288923328518676
01bab3aa475ecb0cafd1c71573d53a2be6c9f87a	36475d8fcff146b570f6327e2d67bee43fb6bb6b	0.09593634205883109
01bab3aa475ecb0cafd1c71573d53a2be6c9f87a	62e9befc35be73e8a70a749bf4d2f723d964e2c8	0.11902675207708378
01bab3aa475ecb0cafd1c71573d53a2be6c9f87a	1cf6a14b165805cb399aa52822246831d96b2dc0	0.2623684092914022
01bab3aa475ecb0cafd1c71573d53a2be6c9f87a	4511a4533e6572020fb1b6ed06ab07a61f7a7b29	0.20570489877277887
01bab3aa475ecb0cafd1c71573d53a2be6c9f87a	60f83d2c88f62f89d063c228d92ab5130b6039ee	0.1524366027550662
01bab3aa475ecb0cafd1c71573d53a2be6c9f87a	733960c0bd244d7f2d28d8bb58ab1e9eef0826d2	0.21138410822016496
01bab3aa475ecb0cafd1c71573d53a2be6c9f87a	72a7b9a5b1f5f34b937cafa9ce033af241f83b2d	0.2905713663505092
01bab3aa475ecb0cafd1c71573d53a2be6c9f87a	8e4cb5d870160b533e0f512d17b0c85f9ca9c024	0.1411616380714747
01bab3aa475ecb0cafd1c71573d53a2be6c9f87a	21298df8a3277357ee55b01df9530b535cf08ec1	0.1615081237318462
01bab3aa475ecb0cafd1c71573d53a2be6c9f87a	d3c0d8ab86b678ed0b75784998eab5c1eed1fd96	0.2119072041103375
01bab3aa475ecb0cafd1c71573d53a2be6c9f87a	c94e01243791ef0a9db903b469db41985a872275	0.15569868084689073
01bab3aa475ecb0cafd1c71573d53a2be6c9f87a	635188d22165358a35d5e545166f89c643a01e82	0.15733213561522863
